File Name,Path,Instrument Method,Position,Inj Vol,Sample ID,MS Method,Result Path
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000395,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45FR150,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000395,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_1600v.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000395_B-E6_1_14799.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000396,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000396,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_1600v.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122v1600_TT0000396_B-E6_1_14800.d
CC25_TT0000397,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:B7,2,CC25_TT0000397,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,E:\Data\2026_02\Wash\CC25_TT0000397_B-B7_1_14801.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000398,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000398,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000398_B-E6_1_14802.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000399,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45FR150,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000399,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_1600v.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000399_B-E6_1_14803.d
HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000400,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45FR150,B:E6,1,HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000400,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122_1600v.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_100pg_2ACN01TFA_0015DDM_1uL_VNeo_Aurora15_16_19mv45FR150_DIA50msW122v1600_TT0000400_B-E6_1_14804.d
HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000401,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:E6,2,HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000401,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,E:\Data\2026_02\Data\HeLa_200pg_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000401_B-E6_1_14805.d
HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000402,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:D6,2,HeLa_1ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000402,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,
HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000403,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:C6,2,HeLa_5ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000403,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,
HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000404,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:B6,2,HeLa_20ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000404,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,
HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000405,E:\Data\2026_02\Data,D:\Methods\VNeo\A15\Separation\Testing\19m200nlv45,B:A6,2,HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_19mv45_DIA50msW122_TT0000405,D:\Methods\Ultra2Methods\DIA\testing\Test\DIA50msW122.m?OtofImpacTEMControl,
CC25_TT0000406,E:\Data\2026_02\Wash,D:\Methods\VNeo\A15\Wash\Blank7m650nlML11mA15,B:B7,2,CC25_TT0000406,D:\Methods\Ultra2Methods\MS1\MS1001.m?OtofImpacTEMControl,
